coder,post_number,user,topic,raw,pers_exp,emot_exp,pol_opin,breadth,valence,contr,created_at,reply_to_post_number,reply_chain,key,value,key...7,value...8,key...9,value...10
,68,Konstanze,Was denken Sie: Wie lässt sich Terror stoppen? (69),"Gefährdet zu überwachen dürfte schwierig sein.Ich bin der Meinung, daß alle Verdächtigen sofort unser Land verlassen müssten.Aber das ist vielleicht nicht immer möglich.Aber die Gefahr bleibt immer bestehen,wir wissen nie genau,wie Gefährder ticken und wann und wie sie aktiv werden.",,,,,,,2017-09-06T13:18:52Z,65,"Terror wird es immer geben, aber nicht in diesem Maße. Gefärder gehören besser überwacht, Grenzen besser kontrolliert, und die Einreisungen eingeschränkt. Aber auch dann wird es leider immer Terror geben, weil es einfach kranke Menschen auf dieser Welt gibt.",NULL,NULL,,,,
,7,Mo03,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),"Das hört sich ja alles gut an, aber wie soll es umgesetzt werden? Und mir fehlt der Punkt: weniger Flüchtlinge ins Land lassen!",,,,,,,2017-08-29T09:31:38Z,NULL,,+1|retort,"[""Realitaet""]",,,,
,19,anonym2,Was denken Sie: Wie lässt sich Terror stoppen? (69),Ersteinmal müßte Weltweit jeder Krieg beendet werden und alle Religionen verboten werden um keinen neuen Hass zu erzeugen. Nur ausreichende Bildung schützt vor hasserfüllter Beeinflussung. Wenn die Flüchtlinge sich nicht in den geflüchteten Staaten an deren Lebensweise anpassen wollen haben Sie in diesen nicht verloren!,,,,,,,2017-08-30T15:59:30Z,NULL,,NULL,NULL,,,,
,13,hoppel77,Was denken Sie: Wie lässt sich Terror stoppen? (69),"wenn man die Kontrollen mal erst nimmt. Ja zu wenig Polizei, aber selber Schuld, lieber das Geld für unütze Dinge ausgeben.",,,,,,,2017-08-30T10:55:30Z,NULL,,NULL,NULL,,,,
,32,Lea,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),"Ich finde es gut, dass Frau Merkel und ihre Mitarbeiter sich intensiv zusammensetzen und einen Umfassenden Plan erstellen - allerdings sind manche der Punkte eher schwammig, schwer umsetzbar und schlicht ein ""Über das Ziel Hinausschießen"" - wenn es zum Beispiel darum geht, generell stärker online Kommunikation zu überwachen, ist das ein massiver Übergriff auf die Privatsphäre der Bürger - denn dann müsste das bedeuten, dass konkret ALLE Nutzer ""abgehorcht"" werden - anderenfalls ist es eine klare Marginalisierung und Diskriminierung bestimmter Ethnischer Gruppierungen und steht mehr für Rassismus denn für die gepredigte europäische/deutsche Offenheit, Toleranz, Vorurteilsfreiheit.",,,,,,,2017-08-31T08:20:55Z,NULL,,NULL,NULL,,,,
,15,Jakob,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),"Als ""beruhigend"" oder ""angenehm"" kann ich den Plan erst beurteilen, wenn seine Umsetzung realistisch ist und mit Zeitplänen versehen wird, außerdem ergänzt wird (siehe Vorschläge).",,,,,,,2017-08-31T09:58:49Z,NULL,,NULL,NULL,,,,
,9,mcpib,Was denken Sie: Wie lässt sich Terror stoppen? (69),"Zunächst einmal muss man sich verdeutlichen aus welcher Perspeltive man von Terror spricht. Begibt man sich in den Blickwinkel der anderen Seite nehmen diese sich vielleicht als Widerstandskämpfer wahr. Auch wir sind heute stolz auf irgendwelche Widerstandskämpfer unserer Geschichte. Auf dieser Basis sollte man sich überlegen wie man kommuniziert bzw. ob man verteufeln sollte. Es existieren zudem viele Arten von Terror, welche durchaus unterschiedliche Motivationen zugrunde liegen haben. Plakativ ist heute in der westlichen Welt der islamistich geprägte Terror. Als ""Schutzmächte"" haben sich in der Vergangenheit westliche Koalitionen verstärkt in regionale/territoriale Konflikte eingemischt ohne die dahinter liegende Problematik vollumfänglich zu verstehen. Sicherlich wurden despotische Herrscher gestürzt, man muss sich aber auch fragen, warum diese nur mit dieser Form ihrer Regentschaft die Macht und somit die Kontrolle im Staat bewahren konnten. Vielmals wurden regionale ehtnische religiöse und machtpolitische Konflikte mit harter Hand unterdrückt bzw. schon im Keim erstickt. Die ""Befreiung"" dieser Staaten führte zum erneuten Ausbruch all dieser Konflikte (Vergleich Auflösung Yugoslaviens). Jahrzehnte bzw. Jahrhunderte alte Wunden und Hass brachen erneut aus. Berücksichtigt man nun die Kulturen handelt es sich eben nicht immer um Gruppen die gerne etwas verhandeln bzw. wirtschaftliche Interessen über ihre Werte stellen. Wenn wir das endlich mal verstanden haben können wir damit beginnen zu kommunizieren! Durch Anbieten von Bildung bewegen wir Menschen das eigene Handeln zu hinterfragen. Gleichzeitig kann eine Diskussion über Kultur und Gebräuche angeregt werden, vielleicht auch Geschichte und Folgen aus früherem Handeln mit Andersdenkenden kontruktiv erläutert werden. Am Ende eines solchen Prozesses reduziert sich Terror nur noch auf Gruppen die grundsätzlich dagegen sind. Im Beispiel Religion fanatische Islamisten, die alle anderen Religionen auslöschen wollen. Auch hier gehört analysiert, wer fördert diese Menschen, keine Religion fordert die Ausrottung einer anderen. Ergo gilt es die manipulativen Kanäle trocken zu legen. Unterm Strich wird auch hier wieder ein Regime stehen, welches durch Terror in der Welt das eigene System am Leben erhält. Grundsätzlich ist kein Mensch ein geborener Terrorist sondern wenn man so will ein ""geformter Soldat"". Jeder will ein zufriedenes erfülltes Leben. Hinterfragen wir also jeden Attentäter bzgl. Motivation und Historie, irgendwas muss Menschen soweit bringen abscheuliche Taten zu verüben. Es widerspricht der menschlichen Natur aus Vergnügen 100 Menschen mit in den Tod zu reissen, ist es etwa wie bei einem Amokläufer ... Provokation bis der ""Kragen platzt""? Auch hier eine Kritik an der aktuellen Flüchtlingspolitik, wie kann es sein das ein Flüchtling den anderen Flüchtling trifft, aus der einen Sicht ist der andere der Folterknecht, welche ihn monatelang misshandelt hat, aus der des anderen steht er vor dem entkommenen Sträfling, welcher einigen Familien die Lebensgrundlage durch gewalttätige Aktionen (evtl. aufgrund von Stammeszugehörigkeit) genommen hat. Allen und jedem helfen zu wollen kann sich schnell ins Gegenteil wenden. Würde es irgendwen wundern wenn beide Vorgenannten durch listige Dritte nun leicht zu radikalisieren wären?",,,,,,,2017-08-29T14:51:36Z,NULL,,NULL,NULL,,,,
,17,GOMERA,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),"Unser GG ist schon lange von der Regierung ausgehebelt worden, da auch hier das GG ganz nach belieben ausgelegt wird. Ich halte das Ganze fuer eine Farce um die Verdummung der Buerger weiter voran zu treiben.",,,,,,,2030-08-20T17:11:03Z,2,Bundeswehr im Inneren? Hier verstösst sie gegen das Grundgesetz.,NULL,NULL,,,,
,56,kikisworld,Was denken Sie: Wie lässt sich Terror stoppen? (69),"Der Terror lässt sich nicht wirklich stoppen.Die Vergangenheit hat gezeigt das es nicht wirklich klappt.Diktatoren geben sich die Klinke in die Hand.Und wenn sie dann doch mal gestürtzt werden dann nehmen radikale Kräfte den Platz ein. Bestes Beispiel damals Saddam Hussein.Hätte man den damals an der Macht gelassen wäre der IS vielleicht gar nicht so hoch gekommen. Unter Saddam ging es den Menschen bestimmt nicht schlechter als jetzt. Kriege haben jedenfalls selten zu Frieden geführt.Es sind doch im Prinzip immer die selben Gegenden in denen Krieg herscht.Vielleicht sollte man aufhören sich überall kriegerisch zu beteiligen,was vorallem auf die USA und Russland zutrifft. Manchmal hat man das Gefühl die bekämpfen sich gegenseitig und die Länder in dem sie das tun müssen leiden.",,,,,,,2017-09-04T01:55:59Z,NULL,,NULL,NULL,,,,
,32,Volkerr,Was denken Sie: Wie lässt sich Terror stoppen? (69),"Was veranlasst Menschen, sich selbst und damit andere zu töten? Das kann nur extremer Hass sein, denke ich. Wie entsteht der aber? Bei mir würde er entstehen, wenn man mir meine liebsten Menschen nimmt, durch Krieg, Bomben und Ähnlichem oder durch Folter und krasse Ungerechtigkeit bei den grundlegenden Bedürfnissen.",,,,,,,2017-09-01T07:58:54Z,2,"Wie wäre es denn, wenn wir, der Westen und Führung der ach so tollen USA, mal mit diesen unsäglichen Kriegen im Nahen Osten aufhören würden? Das ist schließlich die Ursache für diese ganze Entwicklung?",NULL,NULL,,,,
,21,kalle,Was denken Sie: Wie lässt sich Terror stoppen? (69),"Klare Kontrolle der zuwanderung, überwachung von risikogruppen und endlich öffendliches eingeständnis das es sehr wohl innerhalb gewisser gruppen eine affinität zur gewalt gibt",,,,,,,2017-08-31T08:08:29Z,NULL,,+1|retort,"[""Realitaet""]",,,,
,28,Konstanze,Was sind Ihre persönlichen Erfahrungen mit Terror? (45),"Ich habe zum Glück noch keine persönlichen Erfahrungen mit Terror gemacht. Aber ich habe Verwandte in Berlin, und als das Attentat auf dem Weihnachtsmarkt im Dezember 2016 passierte, war ich sehr besorgt und vollkommen verängstigt. Man steht so fassungslos demgegenüber und kann nichts machen. Zum Glück waren meine Verwandten nicht betroffen, aber die Angst saß tief. Ich habe jetzt immer Bedenken,wo sich große Menschenmengen aufhalten und versuche, sie zu vermeiden. Aber das ist auch nicht immer möglich. Großveranstaltungen machen mir Angst.",,,,,,,2017-09-01T14:56:54Z,NULL,,NULL,NULL,,,,
,34,Snow,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Ich finde Nr. 3 und 5 fraglich. Was will man da bitte Forschen?,,,,,,,2017-08-31T08:29:03Z,NULL,,NULL,NULL,,,,
,41,annana,Was denken Sie: Wie lässt sich Terror stoppen? (69),"Ich kann mir nicht vorstellen, dass sich der Terror jemals stoppen lässt. An vielen Taten zB in London kann man sehen, dass es nicht zwangsläufig Flüchtlinge sind, die Terroranschläge ausüben. Viele Menschen, die in unserer westlichen Welt aufgewachsen sind, radikalisieren sich. Um dem entgegenzuwirken, müsste man die Bevölkerung viel mehr überwachen, was meiner Meinung nach aber auch nicht der richtige Weg sein kann.",,,,,,,2017-09-01T15:43:06Z,NULL,,NULL,NULL,,,,
,89,thomasf,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),"Dieser Plan ist Ueberfaellig. Es muss mehr gegen die Islamisierung getan werden und auf qualifizierte Einwanderung gebaut werden. Es kommen zu viele 'fake Asylanten' ins Land und alle werden im sozialen Netz haengen. Keiner hat eingezahlt. Es muss eine ""Pashback"" Aktion gestartet werden, wo die Boote schon vor der Landung zureuckgeschoben werden um die Schenasylanten zu demitivieren und die Terroristen zurueckzuhalten! Dieser Plan sieht Stark aus, tut aber nichts Effektives!",,,,,,,2017-09-02T08:33:35Z,NULL,,NULL,NULL,,,,
,90,hbss,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),"Kein Konzept. Warum? Niemals werden auch nur mit einem Komma die Ursachen geklärt. Winnenden G20 Islam Gewalt RAF Ehefrau ermordet. Die Regierung ist wohl zu ""nichtfleissig"" sich mit den Ursachen von Gewalt zu beschäftigen. So soll einfach nur erstickt werden. Das macht halt mehr Gewalt. Ach hurra dann brauchen wir mehr Polizei und mehr Sozialarbeiter. Bringt Umsatz. Und Sarkasmus.",,,,,,,2017-09-02T09:02:09Z,NULL,,NULL,NULL,,,,
,42,Krereg,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),"Ich stimme ebenfalls zu, das die Umsetzung lange dauert ist klar, aber wie soll die Ausführung gehen darüber wird nicht gesprochen oder.....",,,,,,,2017-09-01T19:24:06Z,4,"Mit Reden und beschließen ist es nicht getan, die Umsetzung dauert viel zu lange",NULL,NULL,,,,
,9,Dani205,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),"Note: ausreichend. Ideen gut, aber nicht ausreichend durchdacht und ausgearbeitet, sondern einfach aus der Schublade gezogen ""was hatten wir mal für Ideen, aber konnten se noch nicht ausreichend bewerten? Ach, einfach raus holen und umsetzen, nicht lange zögern.""",,,,,,,2017-09-01T05:09:59Z,NULL,,NULL,NULL,,,,
,3,buddel6,Welche Punkte würden Sie ergänzen? (58),Keine unüberlegten Handlungen.,,,,,,,2017-08-29T13:56:45Z,NULL,,+1|retort,"[""heideulm"", ""Dani205"", ""whisky"", ""Steffen""]",,,,
,47,Niki,Welche Punkte würden Sie ergänzen? (58),"Wir brauchen auf jeden Fall den Frieden zwischen den Regierenden Inland,sowie Ausland,,Frieden in der Politik Allgemein und sehr Wichtig im Sozialen Bereich,viele Menschen Fühlen sich von der Politik im stich gelassen. Bevor man Handelt muss es Gründlich Überlegt sein.",,,,,,,2017-09-02T10:08:13Z,NULL,,NULL,NULL,,,,
,50,Zenpoetin,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),"Warum nur Asylanten überprüfen? Überprüft auch mal die **Mentalität von Polizisten** - jener, die bei rechtsextremer Gewalt nicht einschreiten zum Beispiel. Außerdem habe ich im Juni der Berliner Polizei einen dort lebenden Mullah gemeldet, der im Namen Allahs in Ostfriesland Terroristen requiriert und angeboten, die Email-Korrespondenz weiterzuleiten - offenbar besteht kein Interesse daran, Beweismaterial zu sammeln. Die **Polizei** sollte man quantitativ mäßig aufstocken, dafür umso mehr **qualitativ!** Die bisherige Kleinstaaterei bei Sicherheitsfragen (auch Online-Betrug) ist lächerlich und skandalös. **Das Internetz sollte grundsätzlich von der Bundespolizei überprüft werden** und diese Zentrale sollte europa- und weltweit kooperieren incl. Waffenhandel - diesbzüglich sollte Druck auf die USA ausgeübt werden, den Waffenbesitz zu kontrollieren! Sorgt erstmal für Sicherheit und Überlebens-Chancen in den Herkunftsländern, bevor ihr an Abschiebung denkt! Ich würde alle anständigen Flüchtlinge sofort aufnehmen (auch Italien und Griechenland entlasten), diese aber nicht von Beamten verwalten lassen, sondern von Bürgern, die bereit sind, ihre Integration zu begleiten. Das Matching könnte man mit einer Fernseh-Aktion bewerkstelligen. Wie erkläre ich gerne. Kriminelle Asylbewerber gehören dort ausgesetzt, von wo sie sich nach Europa aufgemacht haben. Ich habe die **Bedürfnis-Struktur des Menschen** erforscht, daraus ein **pädagogisches Konzept** für die **Prävention** von **Suchtkrankheiten, Kriminalität** und **Extremismus** entwickelt, zur Ausarbeitung des Projekts das Bundesbildungsministerium um Förderung gebeten - kein Interesse, sich das auch nur mal anzuschauen! In den nächsten Tagen erscheint bei **neobooks** mein Buch ""Was für Ticker ist ein Politiker"", in dem ich den Zusammenhang zwischen **sozialer Erziehung** (die gröbstens vernachlässigt wird) und **politischen Verhältnissen** erkläre und unter anderem einen **Kriterienkatalog für Politiker** und ein **menschengerechtes Bildungs-System** vorstelle. Kann ich jedem politisch Interessierten nur empfehlen!",,,,,,,2017-08-31T16:22:06Z,NULL,,NULL,NULL,,,,
,8,MaximusG,Was denken Sie: Wie lässt sich Terror stoppen? (69),Ganz wird der Terror sich wohl nie stoppen lassen. Aber erste Schritte wären schonmal die USA weniger zu unterstützen bei ihrem weltweitem Feldzug. Außerdem warum lässt man es zu das sogenannte Hassprediger in unserem Land viele Muslime vergiften mit ihrem Hass? Was in manchen Moschen oder im Islamunterricht in deutschen Schulen erzählt wird da sträuben sich einem die Nackenhaare. Der Antismeitismus in unserem Land nimmt stark zu und wenn man sich mit manchen Jugendlichen unterhält wird der Terror gegen Israel und die USA mit Wohlwollen gesehen! Und das von Kindern und Jugendlichen die in unserem Land leben und hier radikalisiert werden Stück für Stück. Wir brauchen außerdem die Kontrolle der Grenzen und die Einhaltung des Asylrechts.,,,,,,,2017-08-29T10:00:15Z,NULL,,NULL,NULL,,,,
,81,Marion,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),"Ihre Studie und Ihre Fragestellung ""Meinung zum 9-Punkte-Plan"" scheint interessant zu werden... Es wird eine ""ehrliche und offene"" Meinungsumfrage werden, wenn wir ja in diesem Land schon keine Volksabstimmung haben dürfen. Wir leben zwar in einer Art Demokratie aber….; Sie sehen ja, die Worte ""Angst, Unterdrückung, Mangel an Meinungsfreiheit"" sind in den Kommentaren und Kommentaren zu den Kommentaren schon aufgetaucht. Das einzige, was wir hier wählen dürfen/sollen/können sind ein paar (immer mehr vom Volk abwandte) Politiker, die 1 Monat vor einer größeren Wahl ein paar halbformulierte Versprechen abgeben und dann hoffen, dass sie ihre, mit von den hohen Steuern abgezweigten Gehältern gut bezahlten Positionen auch weiterhin behalten können - damit sie weiterhin für leere Worte gut bezahlt werden. D hat das Flüchtlingsproblem und das damit einhergehende Terror-Problem schon sehr lange. Man kann doch nicht von Terror in D erst seit Weihnachten, Berlin sprechen... War Paris, Nizza, London, Brüssel, Madrid nicht auch in Europa? Ist D nicht ein Teil von Europa, wie das Merkel dauernd und unermüdlich wiederholt? Als sie ihre Kandidatur bekannt gab, war ihr erster Satz ""Ich bekenne mich zu Europa..."" - von D war in ihrer damaligen und auch in ihren späteren Reden nichts oder/und sicherlich nichts Relevantes zu hören. Jetzt kommt sie sehr entschlossen daher mit einem ""9-Punkte-Plan"" - jetzt? Das Kind ist doch längst in den Brunnen gefallen. Das ist ihr Beitrag zum ""heißen"" Wahlkampf - leere Versprechen, nichts als ""Schall und Rauch"" um uns weiterhin einzulullen. Jetzt können wir nur hoffen, dass unter denjenigen, die als ""arme, unglückliche, leidende Flüchtlinge"" hergekommen sind, nicht plötzlich, da sie nur noch an 7 anstatt an 8 Ämtern Sozialhilfe bekommen, einige ins Auto steigen und in die Menge rasen...Dass einem, dem es gestattet wurde ""nur"" 2 seiner 3 Nebenfrauen mit zehn seiner 12 Kinder nachzuholen, nicht die Idee kommt, mit dem Messer auf Polizisten loszugehen... Und wenn er am Leben bliebe (die armen Polizisten müssen ja jeden Schuss rechtfertigen), könnte er ja auch mit Bewährung und Haftminderung und Freigang und weiter Sozialhilfe für seine Großfamilie(n) davonkommen und eigentlich Zeit für neue Ideen haben... Das ist ein ""großes"" Thema und mit der aktuellen Politik (leider trifft das aber auch auf ganz Westeuropa zu) kann und wird sich nichts mehr ändern. Die Menschen treffen sich zum Kerzenhalten, zu ""Wir lassen uns nicht unterkríegen""-Demos (Barcelona) und sonst NIX. Die Anzahl der Toten steigt, man erwischt noch den einen oder anderen Terroristen, es kommen wieder Schlagzeilen und zwei Wochen später passiert's wieder 300 km weiter. Man kann keine Morde oder Amokläufe oder Geisterfahrten verhindern aber diese Akte des Terrorismus haben die europäische Politik, die Politiker, Merkel in D zu verantworten. Dieser ""9-Punkte-Plan"" ist das Schnaufen eines zahnlosen Tigers...",,,,,,,2017-09-01T19:54:18Z,NULL,,+1|retort,"[""Ampelmann""]",,,,
,65,Betty,Was denken Sie: Wie lässt sich Terror stoppen? (69),"Terror wird es immer geben, aber nicht in diesem Maße. Gefärder gehören besser überwacht, Grenzen besser kontrolliert, und die Einreisungen eingeschränkt. Aber auch dann wird es leider immer Terror geben, weil es einfach kranke Menschen auf dieser Welt gibt.",,,,,,,2017-09-05T10:06:28Z,NULL,,NULL,NULL,,,,
,19,thr79,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Wahrscheinlich denkt er die AfD wird es richten ..... oder welche Regierung sollte da was besser machen?????,,,,,,,2017-08-31T12:08:49Z,2,"Als Überflüssig, da wir ohne die katastrophale Politik dieser "" Regierung "" garnicht in der Situation waeren.",NULL,NULL,,,,
,35,Konstanze,Welche Punkte würden Sie ergänzen? (58),"Der Terrorismus hat Formen angenommen, das man Angst haben muss, Konzerte oder Volksfeste zu besuchen.... Und das ist grauenvoll . Es müssen konsequent alle Verdächtigen sofort abgeschoben werden, oder sofort ausgewiesen werden. Bei der Aufnahme der Flüchtlinge sind große Fehler gemacht worden. Das Resultat war nicht vorhersehbar. Jetzt werden große Überwachungen und Kontrollen gemacht, aber das hätte viel eher geschehen müssen.",,,,,,,2017-09-01T12:27:24Z,NULL,,NULL,NULL,,,,
,32,anonym11,Welche Punkte würden Sie ergänzen? (58),"Wenn es nicht viele Deutsche hören möchten, Keine unüberlegten Handlungen. Die Gefahr von Terroranschlägen ist zu groß und das ist erst der Anfang in der Politik haben diese renke spiele aufzuhören es darf nur den einen Grundsatz geben nur die Wahrheit wenn einer der Politiker lügt oder sich bestächen lässt wie in Niedersachsen dann ist Schluss mit ihm. Das heißt im Umkehrschluss alle Politiker die im alte von 59 Jahren sind haben sofort ihre Ämter niederzulegen damit integre Leute an die Führung kommen damit das Land aus der Katastrophe heile und ohne großen Schaden herauskommt .Die alte Grade muss aus jeder Partei verschwinden sie sind korrupt ,zynisch und haben schon so lange ihre Ränkespiele gespielt die können nicht anders Ehrlichkeit kann man von denen nicht erwarten den Anfang macht Merkel. Und dann geht’s weiter den Es muß auf jeden Fall was passieren und es muss durchgegriffen werden sonst sieht es irgendwann böse für uns aus wer hier andere gefährdet darf nicht erwünscht sein, Straftäter gehören sofort abgeschoben. Schnellere Bearbeitung der Anträge, Grenzkontrollen, Auffanglager in Nordafrika und Mehr Einflussnahme auf die afrikanischen Regierungen. Bessere Kontrollen schon am Grenzübergang, Flüchtlinge mit krimineller Vergangenheit erst gar nicht einreisen lassen. Schon bei Verdacht auf Angehörigkeit einer terroristischen Vereinigung sofort abschieben. Jedes Durchgangsland muss die Papiere genau kontrollieren und bei Unstimmigkeiten oder schon bei Unklarheiten die Weiterreise verweigern. Deutschland sollte sofort mehr Truppen in die Terrorgebiete schicken die dort hart durchgreifen Außerdem sollte das Darknet engmaschiger überwacht werden. Die Grenzen zu sicheren, wären ein weiterer Punkt, um eine Terrorgefahr zu verringern. Nur weil wir es aus der EU so kennen, mit freien Grenzen, darf das kein Argument gegen ein sicheres Deutschland sein. Die Zeiten haben sich nun mal geändert, wir müssen uns immer wieder neu Anpassen. Immer wieder prüfen, was gut und richtig ist, was hilft, was hilft nicht die Sicherheit zu verbessert. Mehr Kontrollen der Menschen die in unser Land kommen und derer Flüchtlinge die schon hier sind. Auf jeden Fall den Teil der gefährlichen sofort aus unserem Land bringen. Eitelkeiten, Lügen, Animositäten etc. haben in der Politik nichts zu suchen Transparenz und klare Ansagen, schnelles Umsetzen, kein Hadern. Mit der Einwanderung sind wahrscheinlich viele Attentäter in unser Land gekommen, die nur darauf warten zuschlagen zu können. Rechtsradikalen keine Chance geben, konsequente Strafverfolgung. Der Bürger muß wieder Vertrauen bekommen.",,,,,,,2017-09-01T11:00:11Z,NULL,,NULL,NULL,,,,
,61,Konstanze,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),"Ich finde den 9-Punkte -Plan sehr aufschlussreich. Aber so ganz neu ist er ja nicht. Inzwischen ist ja schon eine Zeit vergangen und ich sehe da einen großen Handlungsbedarf, wenn der Plan eingehalten werden soll!!!!",,,,,,,2017-09-01T09:55:36Z,NULL,,NULL,NULL,,,,
,24,Konsti,Welche Punkte würden Sie ergänzen? (58),"**Die Regierung sollte mehr für die Früherkennung und Integration tun. Überwachung schürrt nur mehr Misstrauen und schränkt die Freiheitsrechte der Bürger ziemlich ein.** Mit Abschiebung ist das Problem ebenfalls nicht gelöst, sondern wird nur etwas rausgezögert. Panik und Angst ist zudem ein sehr schlechter Berater.",,,,,,,2017-08-31T19:45:28Z,NULL,,+1|retort,"[""heideulm"", ""BlackJack"", ""Konstanze"", ""Sevoo""]",,,,
,62,haralderasimy,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),"Zunaexhst,einmal herzlichen Dank für die Aufnahme zur Studie-- Kurz zu mir,ich bin 54 Jahre alt,und seit ca 14 Jahren Redakteur,bei Radio Sthoerfunk,dem Freien Radio Schwaebisch Hall- einen von 10 Freien Radios in Baden Württemberg- Als Buergerradio sind wir natuerlich immer daran intressiert,die Buerger in unser Programm einzubinden- gegen die 9 Punkte ist gernerell nichts einzu wenden,jede Maßnahme trägt dauzu bei den Terriorismus einzudammen-. aber es die frage gestellt werden,wo liegen die Ursachen,das unsere neuen Mitbuerger anfaellig sind,,fuer die Parolen bestimmer Terrorgruppen- Emotionaler Drruck,,durch diverse Ereignisse,teil aus der Heimat,teils bei uns.-sprache-arbeit-schule-usw. in erster Linie,gehts darum-den Menschen in Ihrer Heimat zu helfen,ich denke -hier stehen ,auch die Deutschen Botschaften in den jeweiligen Laendern in der Verantwortung-Bereis hier soolten,asylanten,die Moeglichkeit haben antraege zu stellen,die dann bereits Vorort geprueft werden. Ferner koennte bereits dort,ein Aufklaerung stattfinden.Vorrausetzung.wie Sprache .berfliche Qualifikation usw. So kommen nur gut vorbreitee Migranten ins land-und konnen ,schneller der Gesellschaft zugefuehrt werden-",,,,,,,2017-09-01T10:18:30Z,NULL,,NULL,NULL,,,,
,39,Tim,Was denken Sie: Wie lässt sich Terror stoppen? (69),"Terror müssen wir an der Wurzel bekämpfen. Konfliktlösungen suchen, vermitteln. Weiterhin. Keine Waffen senden, keine Unterstützung geben.",,,,,,,2017-09-01T12:56:27Z,NULL,,NULL,NULL,,,,
,95,ugo,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),"Die 9 Punkte können nur mit Erfolg gezeichnet werden, wenn Individuen mit Immigrations Hintergrund in den ganzen Prozeduren eng eingebunden werden.",,,,,,,2017-09-02T19:08:07Z,NULL,,NULL,NULL,,,,
,6,schulten,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (26),2 nachhifestunden für jeden punkt,,,,,,,2017-08-31T13:47:51Z,NULL,,,,NULL,NULL,NULL,NULL
,4,sweetme,Welche Inhalte hat der 9-Punkte-Plan? (14),"An sich klingt das nach einem guten Plan. Ob er jedoch so wirklich durchsetzbar und ausführbar ist, muss sich dann wohl erst zeigen.",,,,,,,2017-08-31T12:55:43Z,NULL,,,,NULL,NULL,NULL,NULL
,31,teddy,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Auch mir fehlen konkrete Ideen, wie das Ganze umgesetzt werden soll. Zudem habe ich ein wenig das Gefühl, dass dieser Plan an mehreren Stellen dazu ausgenutzt werden könnte, die Daten ""gewöhnlicher"" Bürger zu stehlen und zu missbrauchen. Was mich außerdem sehr interessieren würde, wie genau man bitte in der heutigen Zeit verhindern will, dass Waffen online gekauft werden können? Wenn sie online irgendwo auf der Welt angeboten werden, wird sich auch ein Weg finden, sie zu kaufen.",,,,,,,2017-08-30T14:28:26Z,NULL,,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,33,garda,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),"An dem Überweg an dem der Attentäter den LKW in den Berliner Weihnachtsmarkt gesteuert hat habe ich ca. 2 h vorher gewartet und dann die Straße überquert. Wäre er mit dem LKW schneller zurande gekommen, hätte es eben mich erwischt. Soll man deswegen Angst haben? Ich war wenige Tage später nochmal da und fühle mich deswegen keineswegs besonders mutig. Terroristen wollen anderen Menschen etwas nehmen, was sie selbst nicht haben. Ein ganz normales Leben. Es liegt auch an jedem Einzelnen, ob das gelingt.",,,,,,,2017-08-31T19:42:44Z,NULL,,,,+1|retort,"[""candy76""]",NULL,NULL
,22,diefcbande,Welche Punkte würden Sie ergänzen? (48),"Ich würde alles verändern, indem man es trennt und erst nach geklärter Aktivität wieder in kleinen Schritte zusammen führen",,,,,,,2017-08-31T16:05:09Z,NULL,,,,NULL,NULL,NULL,NULL
,14,DaniK,Welche Punkte würden Sie ergänzen? (48),"Wir müssen potenziellen Gefährdern auch die Möglichkeit geben, von selbst auszusteigen. Für die rechte Szene gibt es zum Beispiel das Programm ""Exit"", das eben auch Schutz vor den alten ""Freunden"" verspricht, sowas sollten wir auch für islamischen Terror in Erwägung ziehen. Außerdem sollten wir endlich anfangen, Integration zu leben. Hier muss der Staat aber auch wieder mehr in die Gemeinden und ihre Angebote investieren (Jugendtreffs, Kulturveranstaltungen). So kann ich eventuell Jugendliche abfangen, bevor sie radikalisiert werden!",,,,,,,2017-08-31T09:53:33Z,NULL,,,,+1|retort,"[""garda"", ""Akuma"", ""peter-59""]",NULL,NULL
,26,scratchy,Welche Punkte würden Sie ergänzen? (48),"Probleme sollten am Ursprung bekämpft werden. Die Religionen der Welt sollten sich vereinen und gegen die kämpfen, die der Menschheit Böses tun. Nur so kann das Paradies auf Erden entstehen! Und die Reichen müssen den Armen geben!",,,,,,,2017-09-01T09:57:23Z,NULL,,,,NULL,NULL,NULL,NULL
